number,Chinese entity name,entity binomial scientific name,Chinese crop name,English crop name,Chinese relation,English relation
970,柳干木蠹蛾,Holcocerus vicarius,核桃,Walnut,危害,Damage
971,淡褐巢蛾,Swammerdamia pyrella,苹果,apple,危害,Damage
972,淡褐巢蛾,Swammerdamia pyrella,山楂,hawthorn,危害,Damage
973,淡褐巢蛾,Swammerdamia pyrella,樱桃,cherry,危害,Damage
974,淡褐巢蛾,Swammerdamia pyrella,海棠,Begonia,危害,Damage
975,金纹细蛾,Lithocolletis ringoniella,苹果,apple,危害,Damage
976,金纹细蛾,Lithocolletis ringoniella,海棠,Begonia,危害,Damage
977,金纹细蛾,Lithocolletis ringoniella,樱桃,cherry,危害,Damage
978,金纹细蛾,Lithocolletis ringoniella,山楂,hawthorn,危害,Damage
979,苹果瘤蚜,Myzus malisuctus,苹果,apple,危害,Damage
980,苹果瘤蚜,Myzus malisuctus,海棠,Begonia,危害,Damage
981,苹果瘤蚜,Myzus malisuctus,山楂,hawthorn,危害,Damage
982,苹果根绵蚜,Eriosoma lanigerum,苹果,apple,危害,Damage
983,苹果根绵蚜,Eriosoma lanigerum,山楂,hawthorn,危害,Damage
984,苹果根绵蚜,Eriosoma lanigerum,海棠,Begonia,危害,Damage
985,苹果根绵蚜,Eriosoma lanigerum,沙果,Crab apple,危害,Damage
986,苹果根绵蚜,Eriosoma lanigerum,山定子,Yamadako,危害,Damage
987,苹果根绵蚜,Eriosoma lanigerum,花生,peanut,危害,Damage
988,绿盲蝽,Apolygus lucorum,苹果,apple,危害,Damage
989,绿盲蝽,Apolygus lucorum,樱桃,cherry,危害,Damage
990,绿盲蝽,Apolygus lucorum,葡萄,Grape,危害,Damage
991,绿盲蝽,Apolygus lucorum,菊花,chrysanthemum,危害,Damage
992,绿盲蝽,Apolygus lucorum,大丽花,Dahlia,危害,Damage
993,绿盲蝽,Apolygus lucorum,翠菊,Aster,危害,Damage
994,绿盲蝽,Apolygus lucorum,紫薇,Crape Myrtle,危害,Damage
995,绿盲蝽,Apolygus lucorum,木槿,Hibiscus,危害,Damage
996,苹果绵蚜,Eriosoma lanigerum,苹果,apple,危害,Damage
997,苹果绵蚜,Eriosoma lanigerum,山楂,hawthorn,危害,Damage
998,苹果全爪螨,Panonychus ulmi,苹果,apple,危害,Damage
999,苹果全爪螨,Panonychus ulmi,沙果,Crab apple,危害,Damage
1000,苹果全爪螨,Panonychus ulmi,樱桃,cherry,危害,Damage
1001,苹果全爪螨,Panonychus ulmi,海棠,Begonia,危害,Damage
1002,苹果全爪螨,Panonychus ulmi,山楂,hawthorn,危害,Damage
1003,苹果全爪螨,Panonychus ulmi,葡萄,Grape,危害,Damage
1004,苹果全爪螨,Panonychus ulmi,核桃,Walnut,危害,Damage
1005,果苔螨,Bryobia rubrioculus,苹果,apple,危害,Damage
1006,果苔螨,Bryobia rubrioculus,榛子,hazelnut,危害,Damage
1007,果苔螨,Bryobia rubrioculus,沙果,Crab apple,危害,Damage
1008,果苔螨,Bryobia rubrioculus,山楂,hawthorn,危害,Damage
1009,果苔螨,Bryobia rubrioculus,樱桃,cherry,危害,Damage
1010,二斑叶螨,Tetranychus urticae,苹果,apple,危害,Damage
1011,二斑叶螨,Tetranychus urticae,樱桃,cherry,危害,Damage
1012,二斑叶螨,Tetranychus urticae,草莓,strawberry,危害,Damage
1013,二斑叶螨,Tetranychus urticae,葡萄,Grape,危害,Damage
1014,苹果小吉丁,Agrilus mali,苹果,apple,危害,Damage
1015,苹果小吉丁,Agrilus mali,沙果,Crab apple,危害,Damage
1016,苹果小吉丁,Agrilus mali,海棠,Begonia,危害,Damage
1017,苹果小吉丁,Agrilus mali,樱桃,cherry,危害,Damage
1018,六斑吉丁虫,Chrysobothris succedanea,苹果,apple,危害,Damage
1019,六斑吉丁虫,Chrysobothris succedanea,柑橘,Tangerine,危害,Damage
1020,薄翅锯天牛,Megopis sinica,苹果,apple,危害,Damage
1021,薄翅锯天牛,Megopis sinica,山楂,hawthorn,危害,Damage
1022,薄翅锯天牛,Megopis sinica,核桃,Walnut,危害,Damage
1023,苹绕实蝇,Rhagoletis pomonella,苹果,apple,危害,Damage
1024,苹绕实蝇,Rhagoletis pomonella,山楂,hawthorn,危害,Damage
1025,苹绕实蝇,Rhagoletis pomonella,越橘,Lingonberry,危害,Damage
1026,苹绕实蝇,Rhagoletis pomonella,樱桃,cherry,危害,Damage
1027,苹黑痣小卷蛾,Rhopobota naevana,苹果,apple,危害,Damage
1028,苹果雕翅蛾,Glyphipterix fuscoviridella,苹果,apple,危害,Damage
1029,苹果雕翅蛾,Glyphipterix fuscoviridella,山楂,hawthorn,危害,Damage
1030,苹果雕翅蛾,Glyphipterix fuscoviridella,海棠,Begonia,危害,Damage
1031,苹果雕翅蛾,Glyphipterix fuscoviridella,梹沙果,Psoralea corylifolia,危害,Damage
1032,苹果雕翅蛾,Glyphipterix fuscoviridella,山定子,Yamadako,危害,Damage
1033,果剑纹夜蛾,Acronicta strigosa,山楂,hawthorn,危害,Damage
1034,果剑纹夜蛾,Acronicta strigosa,苹果,apple,危害,Damage
1035,苹果鞘蛾,Coleophora malivorella,苹果,apple,危害,Damage
1036,苹果鞘蛾,Coleophora malivorella,海棠,Begonia,危害,Damage
1037,苹果鞘蛾,Coleophora malivorella,山楂,hawthorn,危害,Damage
1038,苹果鞘蛾,Coleophora malivorella,樱桃,cherry,危害,Damage
1039,苹果塔叶蝉,Zyginidia scutellaris,海棠,Begonia,危害,Damage
1040,苹果塔叶蝉,Zyginidia scutellaris,葡萄,Grape,危害,Damage
1041,苹果蓝跳甲,Altica cirsicola,苹果,apple,危害,Damage
1042,苹果蓝跳甲,Altica cirsicola,果树,Fruit trees,危害,Damage
1043,苹果蓝跳甲,Altica cirsicola,柳树,willow,危害,Damage
1044,苹果蓝跳甲,Altica cirsicola,杨树,Poplar,危害,Damage
1045,帽斑天牛,Purpuricenus petasifer,苹果,apple,危害,Damage
1046,帽斑天牛,Purpuricenus petasifer,山楂,hawthorn,危害,Damage
1047,帽斑天牛,Purpuricenus petasifer,酸枣,Solanum jujube,危害,Damage
1048,梨黑星病,Venturia pyrina,梨树,Pear Tree,危害,Damage
1049,梨树干枯病,Diaporthe eres,梨树,Pear Tree,危害,Damage
1050,梨树枝枯病,Diaporthe eres,梨树,Pear Tree,危害,Damage
1051,梨锈病,Gymnosporangium asiaticum,梨树,Pear Tree,危害,Damage
1052,梨叶疫病,Diplocarpon mespili,梨树,Pear Tree,危害,Damage
1053,梨煤污病,Gloeodes pomigena,梨树,Pear Tree,危害,Damage
1054,梨石痘病,Pear stone pit virus,梨树,Pear Tree,危害,Damage
1055,梨大食心虫,Nephopteryx pirivorella,梨树,Pear Tree,危害,Damage
1056,美国白蛾,Hyphantria cunea,李,plum,危害,Damage
1057,美国白蛾,Hyphantria cunea,棠,Tang,危害,Damage
1058,中国绿刺蛾,Parasa sinica,梅,plum,危害,Damage
1059,中国绿刺蛾,Parasa sinica,桃,Peach,危害,Damage
1060,梨尺蠖,Illiberis pruni,苹果,apple,危害,Damage
1061,梨象甲,Rhynchites foveipennis,苹果,apple,危害,Damage
1062,梨象甲,Rhynchites foveipennis,花红,Bonus,危害,Damage
1063,梨象甲,Rhynchites foveipennis,山楂,hawthorn,危害,Damage
1064,蘑菇菌盖斑点病,Aphanocladium album,蘑菇,mushroom,危害,Damage
1065,蘑菇菌盖斑点病,Aphanocladium album,平菇,Oyster Mushroom,危害,Damage
1066,蘑菇菌盖斑点病,Aphanocladium album,香菇,mushroom,危害,Damage
1067,蘑菇菌盖斑点病,Aphanocladium album,猴头菇,Hericium erinaceus,危害,Damage
1068,蘑菇细菌性斑点病,Aphanocladium album,蘑菇,mushroom,危害,Damage
1069,蘑菇细菌性斑点病,Aphanocladium album,平菇,Oyster Mushroom,危害,Damage
1070,闽菇迟眼蕈蚊,Bradysia minpleuroti,蘑菇,mushroom,危害,Damage
1071,闽菇迟眼蕈蚊,Bradysia minpleuroti,平菇,Oyster Mushroom,危害,Damage
1072,闽菇迟眼蕈蚊,Bradysia minpleuroti,香菇,mushroom,危害,Damage
1073,闽菇迟眼蕈蚊,Bradysia minpleuroti,茶树菇,Agrocybe,危害,Damage
1074,闽菇迟眼蕈蚊,Bradysia minpleuroti,金针菇,Flammulina velutipes,危害,Damage
1075,闽菇迟眼蕈蚊,Bradysia minpleuroti,银耳,Tremella,危害,Damage
1076,闽菇迟眼蕈蚊,Bradysia minpleuroti,黑木耳,Black Fungus,危害,Damage
1077,平菇厉眼蕈蚊,Lycoriella pleuroti,平菇,Oyster Mushroom,危害,Damage
1078,平菇厉眼蕈蚊,Lycoriella pleuroti,蘑菇,mushroom,危害,Damage
1079,平菇厉眼蕈蚊,Lycoriella pleuroti,香菇,mushroom,危害,Damage
1080,平菇厉眼蕈蚊,Lycoriella pleuroti,金针菇,Flammulina velutipes,危害,Damage
1081,平菇厉眼蕈蚊,Lycoriella pleuroti,茶树菇,Agrocybe,危害,Damage
1082,平菇厉眼蕈蚊,Lycoriella pleuroti,天麻,Gastrodia elata,危害,Damage
1083,平菇厉眼蕈蚊,Lycoriella pleuroti,灵芝,Ganoderma,危害,Damage
1084,中华新蕈蚊,Neoempheria sinica,双翅,Double Wings,危害,Damage
1085,中华新蕈蚊,Neoempheria sinica,菌蚊,Fungus mosquito,危害,Damage
1086,韭菜迟眼蕈蚊,Bradysia odoriphaga,食用菌,Edible Fungi,危害,Damage
1087,韭菜迟眼蕈蚊,Bradysia odoriphaga,韭菜,Chinese chives,危害,Damage
1088,平菇青霉病,Penicillium sp.,平菇,Oyster Mushroom,危害,Damage
1089,平菇青霉病,Penicillium sp.,蘑菇,mushroom,危害,Damage
1090,平菇青霉病,Penicillium sp.,香菇,mushroom,危害,Damage
1091,平菇青霉病,Penicillium sp.,金针菇,Flammulina velutipes,危害,Damage
1092,双线嗜黏蛞蝓,Deroceras reticulatum,蘑菇,mushroom,危害,Damage
1093,双线嗜黏蛞蝓,Deroceras reticulatum,平菇,Oyster Mushroom,危害,Damage
1094,双线嗜黏蛞蝓,Deroceras reticulatum,香菇,mushroom,危害,Damage
1095,双线嗜黏蛞蝓,Deroceras reticulatum,草菇,straw mushroom,危害,Damage
1096,双线嗜黏蛞蝓,Deroceras reticulatum,木耳,fungus,危害,Damage
1097,双线嗜黏蛞蝓,Deroceras reticulatum,银耳,Tremella,危害,Damage
1098,平菇病毒病,Mushroom Virus 1,平菇,Oyster Mushroom,危害,Damage
1099,香菇绿霉病,Trichoderma sp.,香菇,mushroom,危害,Damage
1100,香菇畸形菇,香菇畸形菇,香菇,mushroom,危害,Damage
1101,鸡腿菇红粉病,Trichothecium roseum,鸡腿菇,Coprinus comatus,危害,Damage
1102,鸡腿菇绿霉病,Trichoderma sp.（,鸡腿菇,Coprinus comatus,危害,Damage
1103,鸡爪菌,Xylaria furcata,鸡腿菇,Coprinus comatus,危害,Damage
1104,杏鲍菇青霉病,Penicillium sp.,杏鲍菇,King Oyster Mushroom,危害,Damage
1105,木霉,Trichoderma sp.,食用菌,Edible Fungi,危害,Damage
1106,黄瘤孢霉,Sepedonium sp.,蘑菇,mushroom,危害,Damage
1107,可变粉孢霉,Oidium sp.,蘑菇,mushroom,危害,Damage
1108,可变粉孢霉,Oidium sp.,平菇,Oyster Mushroom,危害,Damage
1109,可变粉孢霉,Oidium sp.,草菇,straw mushroom,危害,Damage
1110,胡桃肉状菌,Diehliomyces microsporus,蘑菇,mushroom,危害,Damage
1111,胡桃肉状菌,Diehliomyces microsporus,金针菇,Flammulina velutipes,危害,Damage
1112,粪生帚霉,Scopulariopsis fimicola,蘑菇菇,Mushrooms,危害,Damage
1113,粪生帚霉,Scopulariopsis fimicola,草菇,straw mushroom,危害,Damage
1114,粪生帚霉,Scopulariopsis fimicola,凤尾菇菇,Pleurotus ostreatus,危害,Damage
1115,鬼伞,Coprinus sp.,草菇,straw mushroom,危害,Damage
1116,地碗菌,Peziza sp.,食用菌,Edible Fungi,危害,Damage
1117,地碗菌,Peziza sp.,蘑菇,mushroom,危害,Damage
1118,地碗菌,Peziza sp.,平菇,Oyster Mushroom,危害,Damage
1119,地碗菌,Peziza sp.（,金针菇,Flammulina velutipes,危害,Damage
1120,西瓜蔓枯病,Didymella bryoniae,西瓜,watermelon,危害,Damage
1121,西瓜枯萎病,Fusarium oxysporum f. sp. niveum,西瓜,watermelon,危害,Damage
1122,西瓜炭疽病,Colletotrichum orbiculare,西瓜,watermelon,危害,Damage
1123,西瓜疫病,Phytophthora capsici,西瓜,watermelon,危害,Damage
1124,西瓜斑点病,西瓜斑点病,西瓜,watermelon,危害,Damage
1125,西瓜叶枯病,Alternaria cucumerina,西瓜,watermelon,危害,Damage
1126,西瓜绵腐病,Pythium aphanidermatum,西瓜,watermelon,危害,Damage
1127,西瓜褐腐病,Diplodia natalensis Pole-Evans,西瓜,watermelon,危害,Damage
1128,西瓜病毒病, Watermelon mosaic virus ,西瓜,watermelon,危害,Damage
1129,西瓜绿斑驳花叶病,Watermelon green mottle mosaic virus,黄瓜,cucumber,危害,Damage
1130,西瓜绿斑驳花叶病,Watermelon green mottle mosaic virus,西瓜,watermelon,危害,Damage
1131,西瓜绿斑驳花叶病,Watermelon green mottle mosaic virus,瓠瓜,Gourd,危害,Damage
1132,西瓜绿斑驳花叶病,Watermelon green mottle mosaic virus,甜瓜,melon,危害,Damage
1133,西瓜根结线虫病,Meloidogyne sp.,葫芦科,Cucurbitaceae,危害,Damage
1134,西瓜根结线虫病,Meloidogyne sp.,豆科,Leguminosae,危害,Damage
1135,西瓜根结线虫病,Meloidogyne sp.,茄科,Solanaceae,危害,Damage
1136,西瓜猝倒病,Pythium sp.,西瓜,watermelon,危害,Damage
1137,西瓜黑斑病,Alternaria alternata,西瓜,watermelon,危害,Damage
1138,西瓜白绢病,Sclerotium rolfsii,西瓜,watermelon,危害,Damage
1139,西瓜裂果症状,Watermelon fruit cracking,西瓜,watermelon,危害,Damage
1140,瓜绢螟,Diaphania indica,瓜类,Melons,危害,Damage
1141,瓜绢螟,Diaphania indica,西瓜,watermelon,危害,Damage
1142,瓜绢螟,Diaphania indica,黄瓜,cucumber,危害,Damage
1143,瓜绢螟,Diaphania indica,苦瓜,Momordica charantia,危害,Damage
1144,瓜绢螟,Diaphania indica,甜瓜,melon,危害,Damage
1145,瓜绢螟,Diaphania indica,丝瓜,Loofah,危害,Damage
1146,瓜绢螟,Diaphania indica,冬瓜,Winter melon,危害,Damage
1147,瓜绢螟,Diaphania indica,番茄,tomato,危害,Damage
1148,瓜绢螟,Diaphania indica,茄子,eggplant,危害,Damage
1149,瓜绢螟,Diaphania indica,木槿,Hibiscus,危害,Damage
1150,瓜绢螟,Diaphania indica,锦葵,Mallow,危害,Damage
1151,葫芦夜蛾,Anadevidia peponis,黄瓜,cucumber,危害,Damage
1152,葫芦夜蛾,Anadevidia peponis,节瓜,Winter melon,危害,Damage
1153,葫芦夜蛾,Anadevidia peponis,葫芦,gourd,危害,Damage
1154,葫芦夜蛾,Anadevidia peponis,泡桐,Paulownia,危害,Damage
1155,黄足黄守瓜,Aulacophora femoralis,瓜类蔬菜,Melon vegetables,危害,Damage
1156,黄足黄守瓜,Aulacophora femoralis,瓜类,Melons,危害,Damage
1157,黄足黄守瓜,Aulacophora femoralis,南瓜,pumpkin,危害,Damage
1158,黄足黄守瓜,Aulacophora femoralis,西瓜,watermelon,危害,Damage
1159,黄足黄守瓜,Aulacophora femoralis,黄瓜,cucumber,危害,Damage
1160,黄足黄守瓜,Aulacophora femoralis,蒲瓜,Pear,危害,Damage
1161,黄足黑守瓜,Aulacophora lewisii,瓜类蔬菜,Melon vegetables,危害,Damage
1162,温室白粉虱,Trialeurodes vaporariorum,蔬菜,vegetable,危害,Damage
1163,温室白粉虱,Trialeurodes vaporariorum,黄瓜,cucumber,危害,Damage
1164,温室白粉虱,Trialeurodes vaporariorum,番茄,tomato,危害,Damage
1165,温室白粉虱,Trialeurodes vaporariorum,茄子,eggplant,危害,Damage
1166,温室白粉虱,Trialeurodes vaporariorum,辣椒,chili,危害,Damage
1167,瓜褐蝽,Coridius chinensis,节瓜,Winter melon,危害,Damage
1168,瓜褐蝽,Coridius chinensis,冬瓜,Winter melon,危害,Damage
1169,瓜褐蝽,Coridius chinensis,南瓜,pumpkin,危害,Damage
1170,瓜褐蝽,Coridius chinensis,丝瓜,Loofah,危害,Damage
1171,美洲斑潜蝇,Liriomyza sativae,蔬菜,vegetable,危害,Damage
1172,美洲斑潜蝇,Liriomyza sativae,多种,Various,危害,Damage
1173,美洲斑潜蝇,Liriomyza sativae,黄瓜,cucumber,危害,Damage
1174,美洲斑潜蝇,Liriomyza sativae,菜豆,kidney bean,危害,Damage
1175,美洲斑潜蝇,Liriomyza sativae,番茄,tomato,危害,Damage
1176,美洲斑潜蝇,Liriomyza sativae,白菜,Chinese cabbage,危害,Damage
1177,美洲斑潜蝇,Liriomyza sativae,油菜,rape,危害,Damage
1178,美洲斑潜蝇,Liriomyza sativae,芹菜,celery,危害,Damage
1179,美洲斑潜蝇,Liriomyza sativae,茼蒿,Chrysanthemum,危害,Damage
1180,美洲斑潜蝇,Liriomyza sativae,生菜,lettuce,危害,Damage
1181,烟粉虱,Bemisia tabaci,棉花,cotton,危害,Damage
1182,烟粉虱,Bemisia tabaci,烟草,tobacco,危害,Damage
1183,烟粉虱,Bemisia tabaci,番薯,Sweet Potato,危害,Damage
1184,烟粉虱,Bemisia tabaci,木薯,Cassava,危害,Damage
1185,烟粉虱,Bemisia tabaci,茄科,Solanaceae,危害,Damage
1186,烟粉虱,Bemisia tabaci,十字花科,Cruciferae,危害,Damage
1187,烟粉虱,Bemisia tabaci,葫芦科,Cucurbitaceae,危害,Damage
1188,烟粉虱,Bemisia tabaci,豆科,Leguminosae,危害,Damage
1189,烟粉虱,Bemisia tabaci,锦葵科,Malvaceae,危害,Damage
1190,茶黄螨,Polyphagotarsonemus latipes,茄子,eggplant,危害,Damage
1191,茶黄螨,Polyphagotarsonemus latipes,辣椒,chili,危害,Damage
1192,茶黄螨,Polyphagotarsonemus latipes,番茄,tomato,危害,Damage
1193,茶黄螨,Polyphagotarsonemus latipes,苦瓜,Momordica charantia,危害,Damage
1194,茶黄螨,Polyphagotarsonemus latipes,丝瓜,Loofah,危害,Damage
1195,茶黄螨,Polyphagotarsonemus latipes,黄瓜,cucumber,危害,Damage
1196,茶黄螨,Polyphagotarsonemus latipes,豇豆,cowpea,危害,Damage
1197,茶黄螨,Polyphagotarsonemus latipes,菜豆,kidney bean,危害,Damage
1198,茶黄螨,Polyphagotarsonemus latipes,萝卜,radish,危害,Damage
1199,茶黄螨,Polyphagotarsonemus latipes,芥菜,mustard,危害,Damage
1200,朱砂叶螨,Tetranychus cinnabarinus,瓜类,Melons,危害,Damage
1201,朱砂叶螨,Tetranychus cinnabarinus,豆类,Beans,危害,Damage
1202,朱砂叶螨,Tetranychus cinnabarinus,玉米,corn,危害,Damage
1203,朱砂叶螨,Tetranychus cinnabarinus,高梁,Sorghum,危害,Damage
1204,朱砂叶螨,Tetranychus cinnabarinus,向日葵,sunflower,危害,Damage
1205,朱砂叶螨,Tetranychus cinnabarinus,桑树,mulberry,危害,Damage
1206,朱砂叶螨,Tetranychus cinnabarinus,草萄,Strawberry,危害,Damage
1207,朱砂叶螨,Tetranychus cinnabarinus,棉花,cotton,危害,Damage
1208,朱砂叶螨,Tetranychus cinnabarinus,柑橘,Tangerine,危害,Damage
1209,朱砂叶螨,Tetranychus cinnabarinus,黄瓜,cucumber,危害,Damage
1210,黄胸蓟马,Thrips hawaiiensis,瓜类,Melons,危害,Damage
1211,黄胸蓟马,Thrips hawaiiensis,豇豆,cowpea,危害,Damage
1212,黄胸蓟马,Thrips hawaiiensis,四季豆,French beans,危害,Damage
1213,黄胸蓟马,Thrips hawaiiensis,空心菜,Water spinach,危害,Damage
1214,黄胸蓟马,Thrips hawaiiensis,辣椒,chili,危害,Damage
1215,黄胸蓟马,Thrips hawaiiensis,茄子,eggplant,危害,Damage
1216,黄胸蓟马,Thrips hawaiiensis,番茄,tomato,危害,Damage
1217,黄胸蓟马,Thrips hawaiiensis,韭瓜,Leek,危害,Damage
1218,黄胸蓟马,Thrips hawaiiensis,蚕豆,broad bean,危害,Damage
1219,黄胸蓟马,Thrips hawaiiensis,十字花科蔬菜,Cruciferous vegetables,危害,Damage
1220,华北蝼蛄,Gryllotalpa unispina,大豆,Soybean,危害,Damage
1221,华北蝼蛄,Gryllotalpa unispina,花生,peanut,危害,Damage
1222,华北蝼蛄,Gryllotalpa unispina,甘薯,sweet potato,危害,Damage
1223,同型巴蜗牛,Bradybaena similaris,韭菜,Chinese chives,危害,Damage
1224,同型巴蜗牛,Bradybaena similaris,白菜,Chinese cabbage,危害,Damage
1225,同型巴蜗牛,Bradybaena similaris,萝卜,radish,危害,Damage
1226,同型巴蜗牛,Bradybaena similaris,甘蓝,Kale,危害,Damage
1227,同型巴蜗牛,Bradybaena similaris,花椰菜,brocoli,危害,Damage
1228,同型巴蜗牛,Bradybaena similaris,菜豆,kidney bean,危害,Damage
1229,同型巴蜗牛,Bradybaena similaris,莴苣,lettuce,危害,Damage
1230,同型巴蜗牛,Bradybaena similaris,芹菜,celery,危害,Damage
1231,同型巴蜗牛,Bradybaena similaris,菠菜,spinach,危害,Damage
1232,野蛞蝓,Agriolimax agrestis,豆科,Leguminosae,危害,Damage
1233,野蛞蝓,Agriolimax agrestis,十字花科,Cruciferae,危害,Damage
1234,野蛞蝓,Agriolimax agrestis,茄科蔬菜,Solanaceae vegetables,危害,Damage
1235,野蛞蝓,Agriolimax agrestis,落葵,Basella alba,危害,Damage
1236,野蛞蝓,Agriolimax agrestis,菠菜,spinach,危害,Damage
1237,野蛞蝓,Agriolimax agrestis,生菜,lettuce,危害,Damage
1238,野蛞蝓,Agriolimax agrestis,杂草,Weeds,危害,Damage
1239,甜瓜大斑病,Alternaria cucumerina,甜瓜,melon,危害,Damage
1240,甜瓜黑星病,Cladosporium cucumerinum,黄瓜,cucumber,危害,Damage
1241,甜瓜黑星病,Cladosporium cucumerinum,甜瓜,melon,危害,Damage
1242,甜瓜黑星病,Cladosporium cucumerinum,南瓜,pumpkin,危害,Damage
1243,甜瓜黑星病,Cladosporium cucumerinum,西葫芦,squash,危害,Damage
1244,甜瓜白粉病,Podosphaera xanthii,甜瓜,melon,危害,Damage
1245,甜瓜霜霉病,Pseudoperonospora cubensis,甜瓜,melon,危害,Damage
1246,甜瓜猝倒病,Pythium aphanidermatum,甜瓜,melon,危害,Damage
1247,甜瓜炭疽病,Colletotrichum orbiculare,甜瓜,melon,危害,Damage
1248,甜瓜蔓枯病,Didymella bryoniae,甜瓜,melon,危害,Damage
1249,甜瓜枯萎病,Fusarium oxysporum f. sp. melonis,甜瓜,melon,危害,Damage
1250,甜瓜细菌性叶枯病,Xanthomonas cucurbitae,甜瓜,melon,危害,Damage
1251,甜瓜病毒病,Cucumber mosaic virus ,甜瓜,melon,危害,Damage
1252,甜瓜炭腐病,Macrophomina phaseolina,甜瓜,melon,危害,Damage
1253,甜瓜红粉病,Trichothecium roseum,甜瓜,melon,危害,Damage
1254,甜瓜镰刀菌果腐病,Fusarium sp.,甜瓜,melon,危害,Damage
1255,甜瓜细菌性角斑病,Pseudomonas syringae pv. lachrymans,甜瓜,melon,危害,Damage
1256,甜瓜细菌性叶斑病,Xanthomonas vesicatoria,甜瓜,melon,危害,Damage
1257,甜瓜细菌性叶斑病,Xanthomonas vesicatoria,黄瓜,cucumber,危害,Damage
1258,甜瓜细菌性叶斑病,Xanthomonas vesicatoria,冬瓜,Winter melon,危害,Damage
1259,甜瓜细菌性叶斑病,Xanthomonas vesicatoria,丝瓜,Loofah,危害,Damage
1260,甜瓜细菌性叶斑病,Xanthomonas vesicatoria,苦瓜,Momordica charantia,危害,Damage
1261,烟青虫,Helicoverpa assulta,蚕豆,broad bean,危害,Damage
1262,烟青虫,Helicoverpa assulta,豌豆,pea,危害,Damage
1263,烟青虫,Helicoverpa assulta,青椒,Green pepper,危害,Damage
1264,烟青虫,Helicoverpa assulta,番茄,tomato,危害,Damage
1265,烟青虫,Helicoverpa assulta,南瓜,pumpkin,危害,Damage
1266,烟青虫,Helicoverpa assulta,烟草,tobacco,危害,Damage
1267,烟青虫,Helicoverpa assulta,玉米,corn,危害,Damage
1268,银纹夜蛾,Argyrogramma agnata,甘蓝,Kale,危害,Damage
1269,银纹夜蛾,Argyrogramma agnata,花椰菜,brocoli,危害,Damage
1270,银纹夜蛾,Argyrogramma agnata,白菜,Chinese cabbage,危害,Damage
1271,银纹夜蛾,Argyrogramma agnata,萝卜,radish,危害,Damage
1272,银纹夜蛾,Argyrogramma agnata,十字花科,Cruciferae,危害,Damage
1273,银纹夜蛾,Argyrogramma agnata,蔬菜,vegetable,危害,Damage
1274,银纹夜蛾,Argyrogramma agnata,大豆,Soybean,危害,Damage
1275,银纹夜蛾,Argyrogramma agnata,豌豆,pea,危害,Damage
1276,银纹夜蛾,Argyrogramma agnata,莴苣,lettuce,危害,Damage
1277,银纹夜蛾,Argyrogramma agnata,茄子,eggplant,危害,Damage
1278,银纹夜蛾,Argyrogramma agnata,胡萝卜,carrot,危害,Damage
1279,银纹夜蛾,Argyrogramma agnata,泡桐,Paulownia,危害,Damage
1280,银纹夜蛾,Argyrogramma agnata,油桐,Tung oil tree,危害,Damage
1281,甜菜夜蛾,Spodoptera exigua,甘蓝,Kale,危害,Damage
1282,甜菜夜蛾,Spodoptera exigua,花椰菜,brocoli,危害,Damage
1283,甜菜夜蛾,Spodoptera exigua,白菜,Chinese cabbage,危害,Damage
1284,甜菜夜蛾,Spodoptera exigua,萝卜,radish,危害,Damage
1285,甜菜夜蛾,Spodoptera exigua,莴苣,lettuce,危害,Damage
1286,甜菜夜蛾,Spodoptera exigua,大葱,Green onion,危害,Damage
1287,甜菜夜蛾,Spodoptera exigua,番茄,tomato,危害,Damage
1288,甜菜夜蛾,Spodoptera exigua,青椒,Green pepper,危害,Damage
1289,黄曲条跳甲,Phyllotreta striolata,油菜,rape,危害,Damage
1290,黄曲条跳甲,Phyllotreta striolata,甘蓝,Kale,危害,Damage
1291,黄曲条跳甲,Phyllotreta striolata,白菜,Chinese cabbage,危害,Damage
1292,黄曲条跳甲,Phyllotreta striolata,茄果类,Solanum,危害,Damage
1293,黄曲条跳甲,Phyllotreta striolata,瓜类,Melons,危害,Damage
1294,黄曲条跳甲,Phyllotreta striolata,豆类,Beans,危害,Damage
1295,黄足黄守瓜,Aulacophora femoralis,甜瓜,melon,危害,Damage
1296,马铃薯瓢虫,Henosepilachna vigintioctomaculata,马铃薯,potato,危害,Damage
1297,马铃薯瓢虫,Henosepilachna vigintioctomaculata,茄子,eggplant,危害,Damage
1298,马铃薯瓢虫,Henosepilachna vigintioctomaculata,青椒,Green pepper,危害,Damage
1299,马铃薯瓢虫,Henosepilachna vigintioctomaculata,豆类,Beans,危害,Damage
1300,马铃薯瓢虫,Henosepilachna vigintioctomaculata,瓜类,Melons,危害,Damage
1301,马铃薯瓢虫,Henosepilachna vigintioctomaculata,玉米,corn,危害,Damage
1302,马铃薯瓢虫,Henosepilachna vigintioctomaculata,白菜,Chinese cabbage,危害,Damage
1303,番茄斑潜蝇,Liriomyza bryoniae,茄科,Solanaceae,危害,Damage
1304,番茄斑潜蝇,Liriomyza bryoniae,葫芦科,Cucurbitaceae,危害,Damage
1305,番茄斑潜蝇,Liriomyza bryoniae,十字花科,Cruciferae,危害,Damage
1306,番茄斑潜蝇,Liriomyza bryoniae,番茄,tomato,危害,Damage
1307,番茄斑潜蝇,Liriomyza bryoniae,瓜类,Melons,危害,Damage
